atlas,draw,variable_raw,variable,trait_family,full_r2t_beta,drop_r2t_beta,contribution
2010s,644,prec_breeding,Precipitation,Migratory strategy,0.07583410964065178,0.05252049336994621,0.02331361627070557
2010s,644,prec_breeding,Precipitation,Foraging guild,0.07583410964065178,0.08045602872060952,-0.004621919079957737
2010s,644,hh,Land-use heterogeneity,Species thermal index,0.33791093524646015,0.22257035019751517,0.11534058504894498
2010s,644,hh,Land-use heterogeneity,Migratory strategy,0.33791093524646015,0.24702287461960956,0.09088806062685059
2010s,644,hh,Land-use heterogeneity,Foraging guild,0.33791093524646015,0.1101768321527418,0.22773410309371836
2010s,644,perc_urban,Urban,Species thermal index,0.2486181053242214,0.17765192011550707,0.07096618520871434
2010s,644,perc_urban,Urban,Migratory strategy,0.2486181053242214,0.22420335614825684,0.024414749175964562
2010s,644,perc_urban,Urban,Foraging guild,0.2486181053242214,0.09617157792523279,0.15244652739898862
2010s,644,perc_cropland,Cropland,Species thermal index,0.4710751703559112,0.3334582763723019,0.13761689398360927
2010s,644,perc_cropland,Cropland,Migratory strategy,0.4710751703559112,0.4464243872986704,0.024650783057240777
2010s,644,perc_cropland,Cropland,Foraging guild,0.4710751703559112,0.32946654214836185,0.14160862820754933
2010s,644,perc_pasture,Pasture,Species thermal index,0.36484569034841013,0.34850592064859587,0.016339769699814266
2010s,644,perc_pasture,Pasture,Migratory strategy,0.36484569034841013,0.323843864886718,0.04100182546169212
2010s,644,perc_pasture,Pasture,Foraging guild,0.36484569034841013,0.030827257249503085,0.33401843309890705
2010s,644,perc_forest,Forest,Species thermal index,0.24251723930642025,0.2304527333133244,0.012064505993095859
2010s,644,perc_forest,Forest,Migratory strategy,0.24251723930642025,0.16939419117284862,0.07312304813357162
2010s,644,perc_forest,Forest,Foraging guild,0.24251723930642025,0.09015115182961193,0.1523660874768083
2010s,644,perc_grass_shrub,Grass/shrubland,Species thermal index,0.17554851775585917,0.15613220847647738,0.019416309279381788
2010s,644,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.17554851775585917,0.16676853932059038,0.008779978435268787
2010s,644,perc_grass_shrub,Grass/shrubland,Foraging guild,0.17554851775585917,0.013601635587112016,0.16194688216874714
2010s,645,tmean_breeding,Temperature,Species thermal index,0.28527179207783243,0.2852769370326773,-5.14495484488231e-6
2010s,645,tmean_breeding,Temperature,Migratory strategy,0.28527179207783243,0.22206029579364184,0.0632114962841906
2010s,645,tmean_breeding,Temperature,Foraging guild,0.28527179207783243,0.05936227516324083,0.2259095169145916
2010s,645,prec_breeding,Precipitation,Species thermal index,0.1582294104332672,0.13788022263797894,0.020349187795288243
2010s,645,prec_breeding,Precipitation,Migratory strategy,0.1582294104332672,0.13410494971476003,0.024124460718507157
2010s,645,prec_breeding,Precipitation,Foraging guild,0.1582294104332672,0.0715634672903017,0.08666594314296548
2010s,645,hh,Land-use heterogeneity,Species thermal index,0.28788655758986675,0.20306937232187786,0.0848171852679889
2010s,645,hh,Land-use heterogeneity,Migratory strategy,0.28788655758986675,0.24107664675426704,0.04680991083559971
2010s,645,hh,Land-use heterogeneity,Foraging guild,0.28788655758986675,0.08624277717141969,0.20164378041844705
2010s,645,perc_urban,Urban,Species thermal index,0.14829403354875484,0.14899492844559833,-7.008948968434958e-4
2010s,645,perc_urban,Urban,Migratory strategy,0.14829403354875484,0.014496724787802158,0.1337973087609527
2010s,645,perc_urban,Urban,Foraging guild,0.14829403354875484,0.1812038416413942,-0.03290980809263935
2010s,645,perc_cropland,Cropland,Species thermal index,0.1929040471584385,0.13930066020421442,0.05360338695422409
2010s,645,perc_cropland,Cropland,Migratory strategy,0.1929040471584385,0.1251843225646613,0.0677197245937772
2010s,645,perc_cropland,Cropland,Foraging guild,0.1929040471584385,0.1439916186692437,0.048912428489194804
2010s,645,perc_pasture,Pasture,Species thermal index,0.1953041416944897,0.1917505006347573,0.0035536410597324097
2010s,645,perc_pasture,Pasture,Migratory strategy,0.1953041416944897,0.13809402302950163,0.05721011866498807
2010s,645,perc_pasture,Pasture,Foraging guild,0.1953041416944897,0.05216236801150861,0.1431417736829811
2010s,645,perc_forest,Forest,Species thermal index,0.1552771051007888,0.17237886731775584,-0.017101762216967048
2010s,645,perc_forest,Forest,Migratory strategy,0.1552771051007888,0.12948043212439922,0.025796672976389573
2010s,645,perc_forest,Forest,Foraging guild,0.1552771051007888,0.006254091833585171,0.14902301326720363
2010s,645,perc_grass_shrub,Grass/shrubland,Species thermal index,0.12114570446187656,0.12147237558383195,-3.2667112195539083e-4
2010s,645,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.12114570446187656,0.08168048625738951,0.03946521820448705
2010s,645,perc_grass_shrub,Grass/shrubland,Foraging guild,0.12114570446187656,0.07989703758567417,0.04124866687620239
2010s,646,tmean_breeding,Temperature,Species thermal index,0.1706039675745443,0.14434926259401415,0.026254704980530147
2010s,646,tmean_breeding,Temperature,Migratory strategy,0.1706039675745443,0.16707164765409543,0.003532319920448862
2010s,646,tmean_breeding,Temperature,Foraging guild,0.1706039675745443,0.02791751693652241,0.14268645063802188
2010s,646,prec_breeding,Precipitation,Species thermal index,0.07706904174445708,0.06601812459868664,0.011050917145770445
2010s,646,prec_breeding,Precipitation,Migratory strategy,0.07706904174445708,0.05815454951390589,0.018914492230551194
2010s,646,prec_breeding,Precipitation,Foraging guild,0.07706904174445708,0.037396997057805796,0.03967204468665129
2010s,646,hh,Land-use heterogeneity,Species thermal index,0.23377592922725032,0.18533363755182689,0.04844229167542344
2010s,646,hh,Land-use heterogeneity,Migratory strategy,0.23377592922725032,0.18481583920819622,0.0489600900190541
2010s,646,hh,Land-use heterogeneity,Foraging guild,0.23377592922725032,0.05754052239907728,0.17623540682817304
2010s,646,perc_urban,Urban,Species thermal index,0.38005009215158386,0.32719739330474495,0.05285269884683891
2010s,646,perc_urban,Urban,Migratory strategy,0.38005009215158386,0.32814904211727225,0.05190105003431161
2010s,646,perc_urban,Urban,Foraging guild,0.38005009215158386,0.09717679491156493,0.2828732972400189
2010s,646,perc_cropland,Cropland,Species thermal index,0.488246440659319,0.37044418421331005,0.11780225644600895
2010s,646,perc_cropland,Cropland,Migratory strategy,0.488246440659319,0.45584089641476755,0.03240554424455144
2010s,646,perc_cropland,Cropland,Foraging guild,0.488246440659319,0.36010090646060355,0.12814553419871544
2010s,646,perc_pasture,Pasture,Species thermal index,0.17726260019848372,0.17534763949211069,0.0019149607063730367
2010s,646,perc_pasture,Pasture,Migratory strategy,0.17726260019848372,0.13686323487620086,0.04039936532228286
2010s,646,perc_pasture,Pasture,Foraging guild,0.17726260019848372,0.06645243734030766,0.11081016285817606
2010s,646,perc_forest,Forest,Species thermal index,0.3009519859846103,0.2955093786405944,0.005442607344015915
2010s,646,perc_forest,Forest,Migratory strategy,0.3009519859846103,0.3171490596542673,-0.016197073669657003
2010s,646,perc_forest,Forest,Foraging guild,0.3009519859846103,0.038912309313741344,0.26203967667086897
2010s,646,perc_grass_shrub,Grass/shrubland,Species thermal index,0.09477974898164607,0.07775383463375231,0.01702591434789376
2010s,646,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.09477974898164607,0.08967722583213758,0.005102523149508487
2010s,646,perc_grass_shrub,Grass/shrubland,Foraging guild,0.09477974898164607,0.03650881379651352,0.058270935185132544
2010s,647,tmean_breeding,Temperature,Species thermal index,0.15293520479452705,0.13871369039273518,0.014221514401791868
2010s,647,tmean_breeding,Temperature,Migratory strategy,0.15293520479452705,0.09606599200653719,0.056869212787989856
2010s,647,tmean_breeding,Temperature,Foraging guild,0.15293520479452705,0.05943992602825367,0.09349527876627338
2010s,647,prec_breeding,Precipitation,Species thermal index,0.11758277984669536,0.0915761897953437,0.02600659005135167
2010s,647,prec_breeding,Precipitation,Migratory strategy,0.11758277984669536,0.10966219988962397,0.007920579957071391
2010s,647,prec_breeding,Precipitation,Foraging guild,0.11758277984669536,0.039557087754091454,0.0780256920926039
2010s,647,hh,Land-use heterogeneity,Species thermal index,0.15274177688859922,0.09602811137369707,0.056713665514902145
2010s,647,hh,Land-use heterogeneity,Migratory strategy,0.15274177688859922,0.06513696221530209,0.08760481467329713
2010s,647,hh,Land-use heterogeneity,Foraging guild,0.15274177688859922,0.09238810729102753,0.060353669597571685
2010s,647,perc_urban,Urban,Species thermal index,0.273531821160877,0.2121222568755742,0.06140956428530278
2010s,647,perc_urban,Urban,Migratory strategy,0.273531821160877,0.14752112624732966,0.12601069491354733
2010s,647,perc_urban,Urban,Foraging guild,0.273531821160877,0.1977750585037785,0.07575676265709849
2010s,647,perc_cropland,Cropland,Species thermal index,0.31358611082061605,0.2530058863883133,0.060580224432302765
2010s,647,perc_cropland,Cropland,Migratory strategy,0.31358611082061605,0.2333512980404907,0.08023481278012534
2010s,647,perc_cropland,Cropland,Foraging guild,0.31358611082061605,0.1741438191622665,0.13944229165834954
2010s,647,perc_pasture,Pasture,Species thermal index,0.2942904728398987,0.29614100285514733,-0.0018505300152486526
2010s,647,perc_pasture,Pasture,Migratory strategy,0.2942904728398987,0.2314552471731412,0.06283522566675748
2010s,647,perc_pasture,Pasture,Foraging guild,0.2942904728398987,0.06883482864447418,0.2254556441954245
2010s,647,perc_forest,Forest,Species thermal index,0.2867512475701466,0.2701956457001632,0.016555601869983394
2010s,647,perc_forest,Forest,Migratory strategy,0.2867512475701466,0.25557130243815906,0.03117994513198752
2010s,647,perc_forest,Forest,Foraging guild,0.2867512475701466,0.10435016643903738,0.1824010811311092
2010s,647,perc_grass_shrub,Grass/shrubland,Species thermal index,0.060428006864117534,0.0785619658948339,-0.018133959030716365
2010s,647,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.060428006864117534,0.026144297493343037,0.0342837093707745
2010s,647,perc_grass_shrub,Grass/shrubland,Foraging guild,0.060428006864117534,0.030910968259482665,0.02951703860463487
2010s,648,tmean_breeding,Temperature,Species thermal index,0.29193929887366854,0.2787521258315026,0.013187173042165934
2010s,648,tmean_breeding,Temperature,Migratory strategy,0.29193929887366854,0.21035519787482265,0.08158410099884589
2010s,648,tmean_breeding,Temperature,Foraging guild,0.29193929887366854,0.051822408329732346,0.2401168905439362
2010s,648,prec_breeding,Precipitation,Species thermal index,0.17355368927675202,0.15791656013268687,0.01563712914406515
2010s,648,prec_breeding,Precipitation,Migratory strategy,0.17355368927675202,0.17618844404260559,-0.002634754765853564
2010s,648,prec_breeding,Precipitation,Foraging guild,0.17355368927675202,0.01833749385651418,0.15521619542023785
2010s,648,hh,Land-use heterogeneity,Species thermal index,0.22414923973345727,0.18339803637610935,0.040751203357347915
2010s,648,hh,Land-use heterogeneity,Migratory strategy,0.22414923973345727,0.07757713985396146,0.14657209987949582
2010s,648,hh,Land-use heterogeneity,Foraging guild,0.22414923973345727,0.13728406195569529,0.08686517777776198
2010s,648,perc_urban,Urban,Species thermal index,0.41834167390342714,0.36072297146445775,0.05761870243896938
2010s,648,perc_urban,Urban,Migratory strategy,0.41834167390342714,0.25395091194913483,0.1643907619542923
2010s,648,perc_urban,Urban,Foraging guild,0.41834167390342714,0.1920384489780289,0.22630322492539823
2010s,648,perc_cropland,Cropland,Species thermal index,0.3167905856923017,0.1884184553420339,0.12837213035026776
2010s,648,perc_cropland,Cropland,Migratory strategy,0.3167905856923017,0.1065214198514719,0.21026916584082977
2010s,648,perc_cropland,Cropland,Foraging guild,0.3167905856923017,0.2521092378879685,0.06468134780433316
2010s,648,perc_pasture,Pasture,Species thermal index,0.22511216586702668,0.21657147082153863,0.008540695045488045
2010s,648,perc_pasture,Pasture,Migratory strategy,0.22511216586702668,0.15638415577889825,0.06872801008812843
2010s,648,perc_pasture,Pasture,Foraging guild,0.22511216586702668,0.05918966891653843,0.16592249695048825
2010s,648,perc_forest,Forest,Species thermal index,0.2630065014933116,0.23796917419854802,0.0250373272947636
2010s,648,perc_forest,Forest,Migratory strategy,0.2630065014933116,0.1498337866157649,0.11317271487754671
2010s,648,perc_forest,Forest,Foraging guild,0.2630065014933116,0.12220322306312373,0.1408032784301879
2010s,648,perc_grass_shrub,Grass/shrubland,Species thermal index,0.05841819132094645,0.06639000170930363,-0.007971810388357183
2010s,648,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.05841819132094645,0.022854606534448235,0.035563584786498216
2010s,648,perc_grass_shrub,Grass/shrubland,Foraging guild,0.05841819132094645,0.0722533268080631,-0.013835135487116644
2010s,649,tmean_breeding,Temperature,Species thermal index,0.14508199262935562,0.13387950068556764,0.011202491943787973
2010s,649,tmean_breeding,Temperature,Migratory strategy,0.14508199262935562,0.12976460955394076,0.015317383075414859
2010s,649,tmean_breeding,Temperature,Foraging guild,0.14508199262935562,0.010787444725828634,0.134294547903527
2010s,649,prec_breeding,Precipitation,Species thermal index,0.1814792853563483,0.17228196990906447,0.009197315447283833
2010s,649,prec_breeding,Precipitation,Migratory strategy,0.1814792853563483,0.16542243527656833,0.016056850079779972
2010s,649,prec_breeding,Precipitation,Foraging guild,0.1814792853563483,0.030531616966479557,0.15094766838986876
2010s,649,hh,Land-use heterogeneity,Species thermal index,0.1722112790386934,0.1615457810324079,0.010665498006285495
2010s,649,hh,Land-use heterogeneity,Migratory strategy,0.1722112790386934,0.17851980315955024,-0.006308524120856834
2010s,649,hh,Land-use heterogeneity,Foraging guild,0.1722112790386934,9.922689651632778e-4,0.17121901007353013
2010s,649,perc_urban,Urban,Species thermal index,0.2361766789306051,0.22680781363930091,0.00936886529130418
2010s,649,perc_urban,Urban,Migratory strategy,0.2361766789306051,0.2239014961515638,0.0122751827790413
2010s,649,perc_urban,Urban,Foraging guild,0.2361766789306051,0.012626656339636827,0.22355002259096826
2010s,649,perc_cropland,Cropland,Species thermal index,0.41131767914287237,0.3542092930331679,0.05710838610970448
2010s,649,perc_cropland,Cropland,Migratory strategy,0.41131767914287237,0.36733762183275165,0.043980057310120724
2010s,649,perc_cropland,Cropland,Foraging guild,0.41131767914287237,0.19041937261441827,0.2208983065284541
2010s,649,perc_pasture,Pasture,Species thermal index,0.2144076906996858,0.21341757298474892,9.901177149368723e-4
2010s,649,perc_pasture,Pasture,Migratory strategy,0.2144076906996858,0.1990774492407187,0.015330241458967081
2010s,649,perc_pasture,Pasture,Foraging guild,0.2144076906996858,0.01336094506753172,0.20104674563215408
2010s,649,perc_forest,Forest,Species thermal index,0.26650538936085705,0.2707549731304475,-0.004249583769590448
2010s,649,perc_forest,Forest,Migratory strategy,0.26650538936085705,0.2193500731607578,0.047155316200099245
2010s,649,perc_forest,Forest,Foraging guild,0.26650538936085705,0.03905306245601004,0.227452326904847
2010s,649,perc_grass_shrub,Grass/shrubland,Species thermal index,0.07074201954554378,0.06972376344906402,0.0010182560964797638
2010s,649,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.07074201954554378,0.09358871162456961,-0.02284669207902583
